 ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle
1,838,103.024,77,165,458.130,268.004,457.849,268.006,436,252,43,31,47.415,22.503,30.164
2,1158,132.909,96,174,533.387,679.383,533.149,679.537,512,657,42,44,53.610,27.502,46.130
3,1027,125.739,98,155,703.507,691.986,703.464,692.040,684,670,38,43,50.240,26.028,127.440
4,1720,135.874,83,195,869.537,838.000,869.400,837.071,852,805,34,66,65.773,33.296,90.000
5,3352,145.567,99,203,902.210,994.704,902.841,994.557,860,967,83,54,83.370,51.192,13.004
6,2317,130.454,74,190,480.753,982.632,480.705,980.953,459,948,43,69,69.146,42.665,88.800
7,1273,98.253,61,167,29.335,578.662,28.968,578.499,13,553,32,51,51.377,31.548,98.880
8,1782,135.818,100,180,286.781,910.683,287.149,910.709,256,890,60,40,60.643,37.415,15.102
9,1667,132.184,60,213,444.061,850.727,444.227,848.913,425,821,37,59,58.681,36.170,87.156
10,886,121.631,84,164,727.402,856.017,726.933,855.480,714,834,27,43,42.696,26.421,96.034
11,520,116.546,88,154,895.363,43.229,895.272,43.256,884,27,22,32,32.751,20.215,111.911
12,2588,162.678,126,214,668.745,192.633,668.810,192.530,639,163,58,58,57.421,57.386,43.217
13,1613,166.957,132,206,781.479,126.620,781.646,126.528,758,104,46,45,45.346,45.291,131.176
14,1348,159.068,105,207,758.731,267.385,759.128,267.445,737,246,42,42,41.464,41.393,145.658
15,1808,161.113,126,218,867.377,427.981,867.575,427.879,843,404,48,48,48.294,47.667,41.872
16,2128,142.341,35,200,900.035,350.003,900.555,352.670,873,323,53,53,52.053,52.052,85.365
17,1921,165.651,130,209,814.659,563.450,814.831,563.151,790,538,49,50,49.550,49.362,135.684
18,3090,163.713,75,216,858.155,507.395,858.007,506.791,826,475,63,64,62.891,62.558,147.502
19,4534,150.233,61,215,768.758,731.353,767.159,732.557,730,693,77,76,75.997,75.962,125.306
20,3214,149.136,76,225,975.461,836.021,974.683,836.084,943,804,64,64,64.009,63.932,79.435
21,2444,128.032,90,169,774.820,997.137,774.810,996.912,746,969,57,55,56.091,55.478,2.039
22,5574,154.204,68,243,657.528,985.537,656.343,985.496,614,944,86,80,86.149,82.381,0.643
23,5172,156.626,41,232,402.062,971.998,401.830,972.756,361,931,82,82,81.149,81.149,91.616
24,1434,112.713,72,147,234.754,990.593,234.950,990.676,213,969,43,43,42.773,42.686,114.604
25,1118,128.397,92,163,84.159,963.979,84.271,963.632,65,945,38,38,37.732,37.726,97.363
