 ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle
1,1779,100.952,49,154,289.076,376.073,288.984,376.203,261,355,56,43,57.990,39.060,157.832
2,1826,99.887,53,144,130.097,351.191,130.165,351.517,101,331,59,41,58.912,39.464,11.308
3,3237,117.400,20,183,71.595,474.129,71.573,471.755,45,435,53,78,78.114,52.762,95.492
4,423,72.582,47,114,709.602,258.526,709.345,258.550,698,246,23,26,28.380,18.977,127.150
5,828,117.409,76,160,1015.905,943.676,1015.869,943.924,1004,866,20,105,53.279,19.787,86.062
6,651,97.519,61,126,91.692,685.031,91.536,684.855,74,670,35,30,41.506,19.970,38.453
7,6619,113.475,56,172,612.100,281.799,610.919,282.416,564,238,96,88,96.014,87.774,176.186
8,11099,137.664,84,205,488.279,328.822,488.001,329.391,422,275,133,109,134.186,105.314,164.492
9,5832,107.871,19,180,269.496,145.472,264.437,143.488,221,107,97,77,97.358,76.271,170.258
10,1317,85.983,30,144,716.038,744.972,716.471,742.783,704,710,24,70,69.943,23.975,88.270
11,2892,128.480,87,171,190.704,333.512,190.635,333.014,154,306,74,56,78.764,46.750,152.494
12,252,95.421,66,128,236.115,805.944,236.080,806.060,227,797,19,19,17.925,17.900,37.990
13,209,126.258,88,171,141.017,710.036,141.317,709.640,133,702,16,16,16.393,16.233,115.017
14,427,100.351,53,178,675.870,468.648,676.402,468.131,664,457,23,23,23.379,23.255,57.264
15,305,121.921,76,175,803.054,556.841,802.745,556.288,793,547,20,20,19.779,19.634,44.261
16,427,98.133,55,143,104.870,27.648,104.880,28.039,93,16,23,23,23.379,23.255,57.264
